,gm_db,lf_gain,pm_deg,ug,v(lpo),v(xdut.vd1),i(v1),i(vdd),i(vss),vdiff,name,type,time,OK
0,-17.60457,37.07388,68.49101,10.22903,0.7581398,0.6838198,1.057078,-0.7492921,-2.14039,-1.37096,lstb_LayGtKttTtVt,Lay,Sat Aug 16 12:26:25 2025,False
